
=== BACKTEST RESULTS ===
Period:          2025-02-09 to 2026-02-07 (362 days)
Initial Equity:  $10000.00
Final Equity:    $2128988.11
Net PnL:         $2118988.11 (21189.88%)
Gross PnL:       $3583738.79

Total Trades:    3864
Winning Trades:  1820
Losing Trades:   2044
Win Rate:        47.10%
Profit Factor:   1.23
Avg PnL/Trade:   $548.39

Max Drawdown:    53.65%
Sharpe Ratio:    3.61
========================

=== SYMBOL STATISTICS ===
Symbol     Trades   Win Rate PnL        Avg PnL      Profit Factor
----------------------------------------------
BNB/USDT   981      45.7    % $195151.54   $198.93      1.24
BTC/USDT   451      47.2    % $32703.82    $72.51       1.28
ETH/USDT   1255     46.9    % $711112.07   $566.62      1.15
SOL/USDT   1177     48.4    % $1180020.68  $1002.57     1.32

=== MONTHLY RETURNS ===
Month        PnL          Trades    
SOL/USDT   LONG   2025-12-10   $141.74    $140.32      13485.0603 $-21010.76   stop_loss
SOL/USDT   LONG   2025-12-10   $137.99    $136.61      13713.0134 $-20800.65   stop_loss
SOL/USDT   LONG   2025-12-10   $135.56    $134.20      13819.2397 $-20592.65   stop_loss
SOL/USDT   LONG   2025-12-11   $133.83    $132.49      13857.9001 $-20386.72   stop_loss
SOL/USDT   LONG   2025-12-11   $131.21    $129.90      13993.2684 $-20182.85   stop_loss
SOL/USDT   LONG   2025-12-11   $134.81    $137.51      13483.3928 $34508.96    take_profit
SOL/USDT   LONG   2025-12-12   $135.65    $134.29      13667.8961 $-20380.65   stop_loss
SOL/USDT   LONG   2025-12-12   $133.49    $132.16      13750.1656 $-20176.84   stop_loss
SOL/USDT   LONG   2025-12-12   $132.87    $131.54      13676.1835 $-19975.07   stop_loss
SOL/USDT   LONG   2025-12-12   $132.64    $131.31      13562.8993 $-19775.32   stop_loss
SOL/USDT   LONG   2025-12-15   $129.28    $127.99      13776.2464 $-19577.57   stop_loss
SOL/USDT   LONG   2025-12-15   $127.13    $125.86      13869.1355 $-19381.79   stop_loss

SOL/USDT   LONG   2025-12-15   $125.92    $124.66      13862.3838 $-19187.97   stop_loss
SOL/USDT   LONG   2025-12-15   $125.02    $123.77      13822.5552 $-18996.09   stop_loss
SOL/USDT   LONG   2025-12-17   $131.01    $133.63      13058.6588 $32479.82    take_profit
SOL/USDT   LONG   2025-12-17   $127.08    $125.81      13731.7532 $-19182.26   stop_loss
SOL/USDT   LONG   2025-12-17   $124.35    $123.11      13892.8901 $-18990.43   stop_loss
SOL/USDT   LONG   2025-12-17   $123.05    $121.82      13899.2692 $-18800.53   stop_loss
SOL/USDT   LONG   2025-12-17   $123.20    $121.97      13743.5229 $-18612.52   stop_loss
SOL/USDT   LONG   2025-12-18   $123.51    $122.27      13571.9375 $-18426.40   stop_loss
SOL/USDT   LONG   2025-12-18   $122.80    $121.57      13513.9031 $-18242.13   stop_loss
SOL/USDT   LONG   2025-12-18   $121.20    $123.62      13555.3814 $31190.69    take_profit
SOL/USDT   LONG   2025-12-19   $126.02    $124.76      13297.6549 $-18420.91   stop_loss
SOL/USDT   LONG   2025-12-19   $126.84    $125.57      13079.5709 $-18236.70   stop_loss
SOL/USDT   LONG   2025-12-21   $123.83    $126.31      13263.5277 $31181.39    take_profit
SOL/USDT   LONG   2025-12-25   $122.17    $120.95      13712.6225 $-18415.42   stop_loss
SOL/USDT   LONG   2025-12-25   $120.06    $122.46      13814.0795 $31486.97    take_profit
SOL/USDT   LONG   2025-12-26   $121.59    $124.02      13913.0582 $32116.71    take_profit
SOL/USDT   LONG   2025-12-29   $123.27    $125.74      13997.9113 $32759.05    take_profit
SOL/USDT   LONG   2025-12-31   $126.55    $125.28      13907.8070 $-19347.16   stop_loss
SOL/USDT   LONG   2025-12-31   $124.39    $123.15      14007.8193 $-19153.69   stop_loss
SOL/USDT   LONG   2026-01-08   $138.36    $136.98      12467.5363 $-18962.15   stop_loss

SOL/USDT   LONG   2026-01-11   $140.25    $138.85      12176.5293 $-18772.53   stop_loss
SOL/USDT   LONG   2026-01-18   $138.36    $136.98      12219.4323 $-18584.81   stop_loss
SOL/USDT   LONG   2026-01-19   $134.65    $133.30      12430.5522 $-18398.96   stop_loss
SOL/USDT   LONG   2026-01-19   $133.19    $131.86      12441.1450 $-18214.97   stop_loss
SOL/USDT   LONG   2026-01-20   $128.44    $127.16      12772.2341 $-18032.82   stop_loss
SOL/USDT   LONG   2026-01-20   $126.34    $128.87      12854.6865 $30832.80    take_profit
SOL/USDT   LONG   2026-01-21   $129.55    $128.25      12786.8955 $-18209.54   stop_loss
SOL/USDT   LONG   2026-01-21   $127.00    $125.73      12913.2039 $-18027.45   stop_loss
SOL/USDT   LONG   2026-01-25   $123.02    $121.79      13197.6680 $-17847.17   stop_loss
SOL/USDT   LONG   2026-01-25   $121.91    $120.69      13184.6555 $-17668.70   stop_loss
SOL/USDT   LONG   2026-01-26   $123.47    $125.94      12887.8913 $30210.22    take_profit
SOL/USDT   LONG   2026-01-27   $126.62    $125.35      12818.6171 $-17841.85   stop_loss
SOL/USDT   LONG   2026-01-27   $124.19    $126.67      12938.7419 $30506.28    take_profit
SOL/USDT   LONG   2026-01-29   $118.49    $117.31      13832.3876 $-18016.70   stop_loss
SOL/USDT   LONG   2026-01-29   $116.59    $118.92      13917.2280 $30805.24    take_profit
SOL/USDT   LONG   2026-01-29   $119.40    $118.21      13861.4892 $-18193.27   stop_loss
SOL/USDT   LONG   2026-01-29   $116.71    $115.54      14039.1671 $-18011.33   stop_loss
SOL/USDT   LONG   2026-01-29   $116.14    $114.98      13966.9888 $-17831.22   stop_loss
SOL/USDT   LONG   2026-01-30   $114.85    $113.70      13982.6279 $-17652.91   stop_loss
SOL/USDT   LONG   2026-01-30   $116.59    $115.42      13636.2104 $-17476.38   stop_loss

SOL/USDT   LONG   2026-01-30   $117.57    $116.39      13387.3208 $-17301.62   stop_loss
SOL/USDT   LONG   2026-01-30   $117.16    $115.99      13299.8279 $-17128.60   stop_loss
SOL/USDT   LONG   2026-01-31   $109.37    $108.28      14104.6517 $-16957.31   stop_loss
SOL/USDT   LONG   2026-01-31   $107.40    $109.55      14219.7346 $28993.88    take_profit
SOL/USDT   LONG   2026-01-31   $105.20    $104.15      14807.4476 $-17123.50   stop_loss
SOL/USDT   LONG   2026-01-31   $102.85    $101.82      14994.3224 $-16952.26   stop_loss
SOL/USDT   LONG   2026-01-31   $100.28    $102.29      15224.8145 $28985.24    take_profit
SOL/USDT   LONG   2026-01-31   $102.44    $101.42      15201.8673 $-17118.39   stop_loss
SOL/USDT   LONG   2026-01-31   $100.69    $102.70      15311.4161 $29269.30    take_profit
SOL/USDT   LONG   2026-02-01   $105.36    $104.31      14925.4045 $-17286.15   stop_loss
SOL/USDT   LONG   2026-02-01   $106.01    $104.95      14685.5505 $-17113.29   stop_loss
SOL/USDT   LONG   2026-02-01   $105.09    $104.04      14665.9726 $-16942.16   stop_loss
SOL/USDT   LONG   2026-02-01   $101.90    $100.88      14973.8429 $-16772.74   stop_loss
SOL/USDT   LONG   2026-02-01   $100.76    $102.78      14991.8246 $28678.29    take_profit
SOL/USDT   LONG   2026-02-01   $101.65    $103.68      15157.7744 $29251.86    take_profit
SOL/USDT   LONG   2026-02-01   $103.13    $102.10      15239.0529 $-17275.85   stop_loss
SOL/USDT   LONG   2026-02-01   $100.27    $102.28      15516.9790 $29538.52    take_profit
SOL/USDT   LONG   2026-02-01   $100.55    $102.56      15783.2445 $30129.29    take_profit
SOL/USDT   LONG   2026-02-01   $101.16    $100.15      16001.8322 $-17794.06   stop_loss
SOL/USDT   LONG   2026-02-01   $99.37     $101.36      16127.1801 $30424.56    take_profit

SOL/USDT   LONG   2026-02-02   $100.31    $102.32      16295.5742 $31033.05    take_profit
SOL/USDT   LONG   2026-02-02   $102.18    $101.16      16317.2952 $-18327.81   stop_loss
SOL/USDT   LONG   2026-02-02   $100.88    $99.87       16362.2940 $-18144.53   stop_loss
SOL/USDT   LONG   2026-02-02   $99.07     $98.08       16494.6193 $-17963.09   stop_loss
SOL/USDT   LONG   2026-02-02   $97.44     $96.47       16602.8398 $-17783.45   stop_loss
SOL/USDT   LONG   2026-02-02   $99.68     $98.68       16067.4449 $-17605.62   stop_loss
SOL/USDT   LONG   2026-02-02   $97.90     $99.86       16195.9845 $30102.37    take_profit
SOL/USDT   LONG   2026-02-02   $99.90     $101.90      16189.1753 $30704.41    take_profit
SOL/USDT   LONG   2026-02-02   $101.81    $103.85      16203.1685 $31318.50    take_profit
SOL/USDT   LONG   2026-02-02   $104.41    $103.37      16115.6736 $-18496.39   stop_loss
SOL/USDT   LONG   2026-02-02   $103.41    $102.38      16108.8009 $-18311.43   stop_loss
SOL/USDT   LONG   2026-02-03   $104.70    $103.65      15751.2225 $-18128.31   stop_loss
SOL/USDT   LONG   2026-02-03   $102.80    $101.77      15881.9209 $-17947.03   stop_loss
SOL/USDT   LONG   2026-02-03   $100.57    $102.58      16071.7396 $30686.12    take_profit
SOL/USDT   LONG   2026-02-03   $102.05    $101.03      16155.4292 $-18122.91   stop_loss
SOL/USDT   LONG   2026-02-03   $101.05    $100.04      16152.1517 $-17941.68   stop_loss
SOL/USDT   LONG   2026-02-03   $100.50    $99.50       16078.1411 $-17762.27   stop_loss
SOL/USDT   LONG   2026-02-03   $96.84     $98.78       16518.9452 $30370.20    take_profit
SOL/USDT   LONG   2026-02-03   $99.05     $101.03      16473.3826 $30977.61    take_profit
SOL/USDT   LONG   2026-02-03   $99.52     $98.52       16723.4959 $-18295.06   stop_loss

SOL/USDT   LONG   2026-02-03   $98.64     $97.65       16703.9648 $-18112.11   stop_loss
SOL/USDT   LONG   2026-02-03   $97.94     $96.96       16655.1184 $-17930.99   stop_loss
SOL/USDT   LONG   2026-02-04   $97.02     $96.05       16644.9214 $-17751.68   stop_loss
SOL/USDT   LONG   2026-02-04   $95.94     $94.98       16663.9710 $-17574.16   stop_loss
SOL/USDT   LONG   2026-02-04   $94.35     $93.41       16775.3467 $-17398.42   stop_loss
SOL/USDT   LONG   2026-02-04   $93.12     $92.19       16826.9590 $-17224.44   stop_loss
SOL/USDT   LONG   2026-02-04   $92.42     $91.50       16784.8643 $-17052.19   stop_loss
SOL/USDT   LONG   2026-02-04   $90.98     $90.07       16880.0240 $-16881.67   stop_loss
SOL/USDT   LONG   2026-02-04   $91.05     $92.87       16698.3760 $28864.55    take_profit
SOL/USDT   LONG   2026-02-04   $92.54     $94.39       16758.1033 $29441.84    take_profit
SOL/USDT   LONG   2026-02-04   $93.25     $92.32       16963.1183 $-17388.05   stop_loss
SOL/USDT   LONG   2026-02-04   $92.02     $91.10       17017.9599 $-17214.17   stop_loss
SOL/USDT   LONG   2026-02-04   $90.84     $89.93       17066.6308 $-17042.03   stop_loss
SOL/USDT   LONG   2026-02-04   $90.42     $92.23       16974.4461 $29138.74    take_profit
SOL/USDT   LONG   2026-02-04   $91.18     $90.27       17169.6206 $-17209.04   stop_loss
SOL/USDT   LONG   2026-02-04   $90.60     $92.41       17106.7411 $29424.30    take_profit
SOL/USDT   LONG   2026-02-05   $91.90     $90.98       17202.0475 $-17377.69   stop_loss
SOL/USDT   LONG   2026-02-05   $91.89     $90.97       17031.8803 $-17203.92   stop_loss
SOL/USDT   LONG   2026-02-05   $91.02     $90.11       17022.7300 $-17031.88   stop_loss
SOL/USDT   LONG   2026-02-05   $91.21     $93.03       16817.3972 $29121.37    take_profit

SOL/USDT   LONG   2026-02-05   $90.33     $89.43       17320.8579 $-17198.79   stop_loss
SOL/USDT   LONG   2026-02-05   $89.86     $88.96       17237.3376 $-17026.80   stop_loss
SOL/USDT   LONG   2026-02-05   $89.53     $88.63       17127.8643 $-16856.53   stop_loss
SOL/USDT   LONG   2026-02-05   $88.45     $90.22       17163.6304 $28821.57    take_profit
SOL/USDT   LONG   2026-02-05   $90.26     $89.36       17155.8340 $-17021.73   stop_loss
SOL/USDT   LONG   2026-02-05   $88.60     $87.71       17302.4912 $-16851.51   stop_loss
SOL/USDT   LONG   2026-02-05   $86.39     $85.53       17567.6665 $-16683.00   stop_loss
SOL/USDT   LONG   2026-02-05   $85.00     $84.15       17676.4001 $-16516.17   stop_loss
SOL/USDT   LONG   2026-02-05   $83.77     $85.45       17756.5843 $28239.60    take_profit
SOL/USDT   LONG   2026-02-05   $83.84     $85.52       18096.5941 $28804.39    take_profit
SOL/USDT   LONG   2026-02-05   $85.56     $84.70       18087.4569 $-17011.58   stop_loss
SOL/USDT   LONG   2026-02-05   $84.81     $83.96       18064.9356 $-16841.47   stop_loss
SOL/USDT   LONG   2026-02-05   $84.08     $83.24       18039.5613 $-16673.05   stop_loss
SOL/USDT   LONG   2026-02-05   $82.88     $84.54       18117.7443 $28507.85    take_profit
SOL/USDT   LONG   2026-02-05   $84.47     $83.63       18132.2437 $-16836.45   stop_loss
SOL/USDT   LONG   2026-02-05   $82.89     $82.06       18293.0911 $-16668.09   stop_loss
SOL/USDT   LONG   2026-02-05   $81.69     $80.87       18376.1926 $-16501.40   stop_loss
SOL/USDT   LONG   2026-02-05   $78.74     $77.95       18874.0115 $-16336.39   stop_loss
SOL/USDT   LONG   2026-02-05   $79.09     $78.30       18602.5827 $-16173.03   stop_loss
SOL/USDT   LONG   2026-02-05   $78.13     $79.69       18642.8451 $27652.90    take_profit

SOL/USDT   LONG   2026-02-05   $79.92     $79.12       18589.7997 $-16331.52   stop_loss
SOL/USDT   LONG   2026-02-05   $79.92     $79.12       18403.9017 $-16168.21   stop_loss
SOL/USDT   LONG   2026-02-05   $79.73     $78.93       18263.2814 $-16006.52   stop_loss
SOL/USDT   LONG   2026-02-05   $77.99     $79.55       18484.0379 $27368.21    take_profit
SOL/USDT   LONG   2026-02-05   $79.81     $81.41       18423.7754 $27915.57    take_profit
SOL/USDT   LONG   2026-02-05   $79.99     $79.19       18749.9631 $-16486.66   stop_loss
SOL/USDT   LONG   2026-02-05   $79.07     $78.28       18778.4425 $-16321.79   stop_loss
SOL/USDT   LONG   2026-02-06   $76.48     $75.72       19220.2319 $-16158.57   stop_loss
SOL/USDT   LONG   2026-02-06   $72.34     $71.62       20116.9989 $-15996.99   stop_loss
SOL/USDT   LONG   2026-02-06   $67.92     $69.28       21211.8826 $27351.90    take_profit
SOL/USDT   LONG   2026-02-06   $71.15     $72.57       20653.9042 $27898.94    take_profit
SOL/USDT   LONG   2026-02-06   $73.25     $74.72       20463.0142 $28456.92    take_profit
SOL/USDT   LONG   2026-02-06   $75.05     $76.55       20371.6737 $29026.05    take_profit
SOL/USDT   LONG   2026-02-06   $76.53     $78.06       20377.2637 $29606.58    take_profit
SOL/USDT   LONG   2026-02-06   $78.05     $77.27       20380.0311 $-17485.35   stop_loss
SOL/USDT   LONG   2026-02-06   $77.14     $76.37       20414.2444 $-17310.49   stop_loss
SOL/USDT   LONG   2026-02-06   $76.69     $75.92       20328.6904 $-17137.39   stop_loss
SOL/USDT   LONG   2026-02-06   $79.82     $79.02       19336.2214 $-16966.01   stop_loss
SOL/USDT   LONG   2026-02-06   $79.30     $80.89       19268.3862 $29008.76    take_profit
SOL/USDT   LONG   2026-02-06   $81.60     $83.23       19099.7878 $29588.93    take_profit

SOL/USDT   LONG   2026-02-06   $83.13     $82.30       19123.2231 $-17474.93   stop_loss
SOL/USDT   LONG   2026-02-06   $82.54     $84.19       19067.3177 $29878.90    take_profit
SOL/USDT   LONG   2026-02-06   $83.80     $85.48       19156.2378 $30476.48    take_profit
SOL/USDT   LONG   2026-02-06   $86.73     $85.86       18879.2642 $-17999.10   stop_loss
SOL/USDT   LONG   2026-02-06   $85.98     $87.70       18853.5078 $30775.15    take_profit
SOL/USDT   LONG   2026-02-06   $87.16     $88.90       18970.2282 $31390.66    take_profit
SOL/USDT   LONG   2026-02-06   $87.59     $86.71       19254.6409 $-18539.01   stop_loss
SOL/USDT   LONG   2026-02-07   $86.95     $86.08       19202.4020 $-18353.62   stop_loss
SOL/USDT   LONG   2026-02-07   $86.00     $87.72       19220.3763 $31381.30    take_profit
SOL/USDT   LONG   2026-02-07   $84.86     $86.56       19868.1524 $32008.93    take_profit
SOL/USDT   LONG   2026-02-07   $86.16     $87.88       19959.7451 $32649.11    take_profit
SOL/USDT   LONG   2026-02-07   $87.27     $89.02       20099.9917 $33302.09    take_profit
BNB/USDT   LONG   2025-02-09   $613.87    $607.73      16.2901    $-109.93     stop_loss
BNB/USDT   LONG   2025-02-10   $599.52    $611.51      16.5132    $187.95      take_profit
BNB/USDT   LONG   2025-02-10   $606.79    $618.93      16.6417    $191.71      take_profit
BNB/USDT   LONG   2025-02-11   $620.81    $633.23      16.5912    $195.54      take_profit
BNB/USDT   LONG   2025-02-11   $633.29    $645.96      16.5895    $199.46      take_profit
BNB/USDT   LONG   2025-02-11   $634.99    $628.64      16.8760    $-117.80     stop_loss
BNB/USDT   LONG   2025-02-11   $629.05    $641.63      16.8650    $201.41      take_profit
BNB/USDT   LONG   2025-02-11   $639.90    $633.50      16.9106    $-118.95     stop_loss

BNB/USDT   LONG   2025-02-12   $633.09    $645.75      16.9216    $203.38      take_profit
BNB/USDT   LONG   2025-02-12   $647.15    $640.68      16.8850    $-120.12     stop_loss
BNB/USDT   LONG   2025-02-12   $635.15    $647.85      17.0320    $205.38      take_profit
BNB/USDT   LONG   2025-02-12   $644.09    $656.97      17.1315    $209.48      take_profit
BNB/USDT   LONG   2025-02-12   $659.12    $672.30      17.0757    $213.67      take_profit
BNB/USDT   LONG   2025-02-12   $669.36    $682.75      17.1507    $217.95      take_profit
BNB/USDT   LONG   2025-02-12   $683.47    $697.14      17.1326    $222.31      take_profit
BNB/USDT   LONG   2025-02-12   $697.78    $711.74      17.1169    $226.75      take_profit
BNB/USDT   LONG   2025-02-13   $713.82    $706.68      17.0669    $-133.92     stop_loss
BNB/USDT   LONG   2025-02-13   $706.80    $720.94      17.0640    $228.98      take_profit
BNB/USDT   LONG   2025-02-13   $717.00    $709.83      17.1577    $-135.23     stop_loss
BNB/USDT   LONG   2025-02-13   $704.16    $697.12      17.2959    $-133.88     stop_loss
BNB/USDT   LONG   2025-02-13   $695.91    $709.83      17.3259    $228.91      take_profit
BNB/USDT   LONG   2025-02-13   $707.50    $700.42      17.3829    $-135.19     stop_loss
BNB/USDT   LONG   2025-02-13   $700.20    $714.20      17.3885    $231.15      take_profit
BNB/USDT   LONG   2025-02-13   $711.24    $725.46      17.4610    $235.77      take_profit
BNB/USDT   LONG   2025-02-13   $724.57    $717.32      17.4825    $-139.25     stop_loss
BNB/USDT   LONG   2025-02-13   $685.59    $699.30      18.2917    $238.08      take_profit
BNB/USDT   LONG   2025-02-13   $699.44    $713.43      18.2881    $242.85      take_profit
BNB/USDT   LONG   2025-02-13   $701.53    $694.51      18.5983    $-143.42     stop_loss

BNB/USDT   LONG   2025-02-13   $678.75    $671.96      19.0303    $-141.99     stop_loss
BNB/USDT   LONG   2025-02-13   $669.85    $663.15      19.0903    $-140.57     stop_loss
BNB/USDT   LONG   2025-02-13   $661.12    $674.34      19.1490    $240.35      take_profit
BNB/USDT   LONG   2025-02-13   $675.24    $668.49      19.1235    $-141.95     stop_loss
BNB/USDT   LONG   2025-02-14   $662.24    $675.48      19.3039    $242.70      take_profit
BNB/USDT   LONG   2025-02-14   $672.42    $665.70      19.3919    $-143.34     stop_loss
BNB/USDT   LONG   2025-02-14   $667.06    $660.39      19.3522    $-141.90     stop_loss
BNB/USDT   LONG   2025-02-14   $660.49    $673.70      19.3493    $242.63      take_profit
BNB/USDT   LONG   2025-02-14   $666.70    $660.03      19.5524    $-143.29     stop_loss
BNB/USDT   LONG   2025-02-15   $656.31    $669.44      19.6634    $245.01      take_profit
BNB/USDT   LONG   2025-02-15   $665.87    $659.21      19.7687    $-144.70     stop_loss
BNB/USDT   LONG   2025-02-16   $659.51    $672.70      19.7597    $247.41      take_profit
BNB/USDT   LONG   2025-02-16   $673.82    $667.08      19.7269    $-146.12     stop_loss
BNB/USDT   LONG   2025-02-17   $666.81    $680.15      19.7349    $249.83      take_profit
BNB/USDT   LONG   2025-02-17   $680.42    $673.62      19.7270    $-147.55     stop_loss
BNB/USDT   LONG   2025-02-17   $670.37    $663.67      19.8225    $-146.07     stop_loss
BNB/USDT   LONG   2025-02-17   $665.53    $658.87      19.7670    $-144.61     stop_loss
BNB/USDT   LONG   2025-02-18   $656.98    $650.41      19.8240    $-143.17     stop_loss
BNB/USDT   LONG   2025-02-18   $645.66    $658.57      19.9698    $244.79      take_profit
BNB/USDT   LONG   2025-02-18   $658.75    $652.16      19.9645    $-144.57     stop_loss

BNB/USDT   LONG   2025-02-18   $649.39    $642.90      20.0497    $-143.12     stop_loss
